"id","session_id","rating","code_snapshot","created_at","voice_name","voice_type"
"11","e30f910a-f4ea-482e-aa9d-a028d60cae45","1","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).color(""cyan"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.45).room(0.3).degradeBy(0.1).color(""magenta"")
$piano: note(""D3m"").beat(""1,5,9,13"",16).degradeBy(0.2).sound(""piano"").attack(0.01).release(0.1).lpf(sine.range(400, 1500).slow(4)).gain(0.18).room(0.2).delay(0.2).delaytime(0.25).delayfeedback(0.6).pan(sine.range(0.3, 0.7).slow(8)).color(""gold"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(rand.range(0.18, 0.22)).hpf(6000).swing(0.05).color(""lime"")._spectrum()","2026-02-28 20:38:18.61888+00",,
"12","e30f910a-f4ea-482e-aa9d-a028d60cae45","2","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).color(""cyan"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.45).room(0.3).degradeBy(0.1).color(""magenta"")._spiral()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(rand.range(0.18, 0.22)).hpf(6000).swing(0.05).color(""lime"")._spectrum()","2026-02-28 20:39:17.064811+00",,
"13","e30f910a-f4ea-482e-aa9d-a028d60cae45","4","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).color(""cyan"")._pianoroll()","2026-02-28 20:39:36.414397+00",,
"14","e30f910a-f4ea-482e-aa9d-a028d60cae45","5","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).degradeBy(0.1).color(""lime"")._spiral()
$chord: chord(""D3m7"").sound(""supersaw"").attack(0.5).release(1.5).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).color(""gold"")._pianoroll()","2026-02-28 20:41:14.248116+00",,
"15","e30f910a-f4ea-482e-aa9d-a028d60cae45","5","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).degradeBy(0.1).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).color(""gold"")._pianoroll()","2026-02-28 20:41:33.664722+00",,
"16","e30f910a-f4ea-482e-aa9d-a028d60cae45","5","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).degradeBy(0.1).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).color(""gold"")._pianoroll()","2026-02-28 20:41:46.872769+00",,
"17","e30f910a-f4ea-482e-aa9d-a028d60cae45","1","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).swing(0.05).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).color(""gold"")._pianoroll()","2026-02-28 20:42:41.793134+00",,
"18","e30f910a-f4ea-482e-aa9d-a028d60cae45","5","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).swing(0.05).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).color(""steelblue"")._spectrum()","2026-02-28 20:44:40.946138+00",,
"19","e30f910a-f4ea-482e-aa9d-a028d60cae45","5","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).color(""steelblue"")._spectrum()","2026-02-28 20:46:09.552185+00",,
"20","e30f910a-f4ea-482e-aa9d-a028d60cae45","5","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()","2026-02-28 20:46:46.272325+00",,
"21","e30f910a-f4ea-482e-aa9d-a028d60cae45","4","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()","2026-02-28 20:48:01.0141+00",,
"22","e30f910a-f4ea-482e-aa9d-a028d60cae45","3","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()","2026-02-28 20:48:30.994196+00",,
"23","e30f910a-f4ea-482e-aa9d-a028d60cae45","2","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.3).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m9"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).lpf(sine.range(2000, 6000).slow(4)).color(""orchid"")._scope()","2026-02-28 20:50:43.949001+00",,
"24","e30f910a-f4ea-482e-aa9d-a028d60cae45","4","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.3).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m9"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).lpf(sine.range(2000, 6000).slow(4)).color(""orchid"")._scope()","2026-02-28 20:51:06.708321+00",,
"25","e30f910a-f4ea-482e-aa9d-a028d60cae45","4","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.5).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh:1"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.7).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m9"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).lpf(sine.range(2000, 6000).slow(4)).color(""orchid"")._scope()","2026-02-28 20:51:44.282187+00",,
"26","e30f910a-f4ea-482e-aa9d-a028d60cae45","4","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D8 E4 D2 D4 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.5).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh:2"").beat(""1,4,5,12"",16).bank(""RolandTR909"").gain(0.3).hpf(5000).lpf(sine.range(3000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m9"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).lpf(sine.range(2000, 6000).slow(4)).color(""orchid"")._scope()","2026-02-28 20:53:13.676221+00",,
"27","e30f910a-f4ea-482e-aa9d-a028d60cae45","1","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D8 E4 D2 D4 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.5).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh:2"").beat(""1,4,5,12"",16).bank(""RolandTR909"").gain(0.3).hpf(5000).lpf(sine.range(3000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m9"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).lpf(sine.range(2000, 6000).slow(4)).color(""orchid"")._scope()","2026-02-28 20:53:16.157413+00",,
